year,period,level,state,crop,measurement,domain,yield
1995,YEAR,STATE,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,115
1995,YEAR,STATE,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,119
1995,YEAR,STATE,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,95
1995,YEAR,STATE,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,102
1995,YEAR,STATE,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1995,YEAR,STATE,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,111
1995,YEAR,STATE,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,93
1995,YEAR,STATE,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,160
1995,YEAR,STATE,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,105
1995,YEAR,STATE,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,107
1995,YEAR,STATE,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,79
1995,YEAR,STATE,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,121
1995,YEAR,STATE,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,125
1995,YEAR,STATE,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,160
1995,YEAR,STATE,PENNSYLVANIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,96
1995,YEAR,STATE,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,91
1995,YEAR,STATE,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,79
1995,YEAR,STATE,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,118
1995,YEAR,STATE,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,114
1995,YEAR,STATE,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
1995,YEAR,STATE,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,111
1995,YEAR,STATE,WASHINGTON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,190
1995,YEAR,STATE,WEST VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
1995,YEAR,STATE,WISCONSIN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,114
1995,YEAR,STATE,WYOMING,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,104
1994,YEAR,STATE,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,96
1994,YEAR,STATE,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,170
1994,YEAR,STATE,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1994,YEAR,STATE,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,170
1994,YEAR,STATE,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,150
1994,YEAR,STATE,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,125
1994,YEAR,STATE,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,85
1994,YEAR,STATE,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,106
1994,YEAR,STATE,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,140
1994,YEAR,STATE,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,156
1994,YEAR,STATE,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,144
1994,YEAR,STATE,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,152
1994,YEAR,STATE,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,143
1994,YEAR,STATE,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,128
1994,YEAR,STATE,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,115
1994,YEAR,STATE,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,118
1994,YEAR,STATE,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,117
1994,YEAR,STATE,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,142
1994,YEAR,STATE,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
1994,YEAR,STATE,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,118
1994,YEAR,STATE,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,135
1994,YEAR,STATE,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,139
1994,YEAR,STATE,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,119
1994,YEAR,STATE,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,150
1994,YEAR,STATE,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,116
1994,YEAR,STATE,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,91
1994,YEAR,STATE,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
1994,YEAR,STATE,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,139
1994,YEAR,STATE,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,107
1994,YEAR,STATE,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,170
1994,YEAR,STATE,PENNSYLVANIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1994,YEAR,STATE,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,85
1994,YEAR,STATE,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,108
1994,YEAR,STATE,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,116
1994,YEAR,STATE,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,117
1994,YEAR,STATE,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,130
1994,YEAR,STATE,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,98
1994,YEAR,STATE,WASHINGTON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,185
1994,YEAR,STATE,WEST VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,105
1994,YEAR,STATE,WISCONSIN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,141
1994,YEAR,STATE,WYOMING,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,122
1993,YEAR,STATE,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,55
1993,YEAR,STATE,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,160
1993,YEAR,STATE,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,91
1993,YEAR,STATE,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,165
1993,YEAR,STATE,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1993,YEAR,STATE,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,85
1993,YEAR,STATE,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,65
1993,YEAR,STATE,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,70
1993,YEAR,STATE,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,125
1993,YEAR,STATE,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,130
1993,YEAR,STATE,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,132
1993,YEAR,STATE,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,80
1993,YEAR,STATE,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1993,YEAR,STATE,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,104
1993,YEAR,STATE,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,95
1993,YEAR,STATE,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,78
1993,YEAR,STATE,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,110
1993,YEAR,STATE,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,70
1993,YEAR,STATE,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,78
1993,YEAR,STATE,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,90
1993,YEAR,STATE,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,105
1993,YEAR,STATE,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,104
1993,YEAR,STATE,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,96
1993,YEAR,STATE,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,165
1993,YEAR,STATE,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,105
1993,YEAR,STATE,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,65
1993,YEAR,STATE,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,45
1993,YEAR,STATE,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,110
1993,YEAR,STATE,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,105
1993,YEAR,STATE,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,155
1993,YEAR,STATE,PENNSYLVANIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,96
1993,YEAR,STATE,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,40
1993,YEAR,STATE,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,63
1993,YEAR,STATE,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,84
1993,YEAR,STATE,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,115
1993,YEAR,STATE,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,130
1993,YEAR,STATE,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,60
1993,YEAR,STATE,WASHINGTON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,190
1993,YEAR,STATE,WEST VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,85
1993,YEAR,STATE,WISCONSIN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,92
1993,YEAR,STATE,WYOMING,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,80
1992,YEAR,STATE,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,94
1992,YEAR,STATE,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,170
1992,YEAR,STATE,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,130
1992,YEAR,STATE,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,165
1992,YEAR,STATE,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,148
1992,YEAR,STATE,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,119
1992,YEAR,STATE,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,75
1992,YEAR,STATE,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
1992,YEAR,STATE,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,130
1992,YEAR,STATE,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,149
1992,YEAR,STATE,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,147
1992,YEAR,STATE,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,147
1992,YEAR,STATE,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,150
1992,YEAR,STATE,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,132
1992,YEAR,STATE,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1992,YEAR,STATE,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,124
1992,YEAR,STATE,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,105
1992,YEAR,STATE,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,114
1992,YEAR,STATE,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,90
1992,YEAR,STATE,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,135
1992,YEAR,STATE,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,110
1992,YEAR,STATE,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,135
1992,YEAR,STATE,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1992,YEAR,STATE,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,160
1992,YEAR,STATE,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,92
1992,YEAR,STATE,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,95
1992,YEAR,STATE,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,63
1992,YEAR,STATE,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,143
1992,YEAR,STATE,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,135
1992,YEAR,STATE,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,150
1992,YEAR,STATE,PENNSYLVANIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1992,YEAR,STATE,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,88
1992,YEAR,STATE,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,84
1992,YEAR,STATE,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,124
1992,YEAR,STATE,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,125
1992,YEAR,STATE,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,135
1992,YEAR,STATE,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,116
1992,YEAR,STATE,WASHINGTON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,180
1992,YEAR,STATE,WEST VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,108
1992,YEAR,STATE,WISCONSIN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,104
1992,YEAR,STATE,WYOMING,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,98
1991,YEAR,STATE,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,80
1991,YEAR,STATE,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,170
1991,YEAR,STATE,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
1991,YEAR,STATE,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,160
1991,YEAR,STATE,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,153
1991,YEAR,STATE,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,106
1991,YEAR,STATE,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,68
1991,YEAR,STATE,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
1991,YEAR,STATE,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,125
1991,YEAR,STATE,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,107
1991,YEAR,STATE,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,92
1991,YEAR,STATE,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,117
1991,YEAR,STATE,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,125
1991,YEAR,STATE,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,89
1991,YEAR,STATE,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,85
1991,YEAR,STATE,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,95
1991,YEAR,STATE,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,110
1991,YEAR,STATE,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1991,YEAR,STATE,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,75
1991,YEAR,STATE,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,97
1991,YEAR,STATE,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,120
1991,YEAR,STATE,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,127
1991,YEAR,STATE,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,110
1991,YEAR,STATE,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,165
1991,YEAR,STATE,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,98
1991,YEAR,STATE,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,90
1991,YEAR,STATE,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,90
1991,YEAR,STATE,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,96
1991,YEAR,STATE,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,115
1991,YEAR,STATE,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,146
1991,YEAR,STATE,PENNSYLVANIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,75
1991,YEAR,STATE,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,85
1991,YEAR,STATE,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,74
1991,YEAR,STATE,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,86
1991,YEAR,STATE,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,110
1991,YEAR,STATE,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,140
1991,YEAR,STATE,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,84
1991,YEAR,STATE,WASHINGTON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,180
1991,YEAR,STATE,WEST VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,75
1991,YEAR,STATE,WISCONSIN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,119
1991,YEAR,STATE,WYOMING,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,119
1990,YEAR,STATE,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,58
1990,YEAR,STATE,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,160
1990,YEAR,STATE,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,95
1990,YEAR,STATE,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,160
1990,YEAR,STATE,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,155
1990,YEAR,STATE,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,115
1990,YEAR,STATE,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,71
1990,YEAR,STATE,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,68
1990,YEAR,STATE,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,130
1990,YEAR,STATE,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,127
1990,YEAR,STATE,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,129
1990,YEAR,STATE,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,126
1990,YEAR,STATE,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,130
1990,YEAR,STATE,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
1990,YEAR,STATE,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,116
1990,YEAR,STATE,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,118
1990,YEAR,STATE,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,115
1990,YEAR,STATE,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,124
1990,YEAR,STATE,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,80
1990,YEAR,STATE,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,105
1990,YEAR,STATE,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,95
1990,YEAR,STATE,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,128
1990,YEAR,STATE,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,118
1990,YEAR,STATE,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,145
1990,YEAR,STATE,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,98
1990,YEAR,STATE,NORTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,68
1990,YEAR,STATE,NORTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,80
1990,YEAR,STATE,OHIO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,121
1990,YEAR,STATE,OKLAHOMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,114
1990,YEAR,STATE,OREGON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,150
1990,YEAR,STATE,PENNSYLVANIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,113
1990,YEAR,STATE,SOUTH CAROLINA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,48
1990,YEAR,STATE,SOUTH DAKOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,78
