,month,year,state,average_temp,monthly_mean_from_1901_to_2000,centroid_lon,centroid_lat
35704,12,2011,Texas,51.5,50.8,-99.35069715,31.48446438
35705,12,2011,Utah,31.4,31.5,-111.6782164,39.32379475
35706,12,2011,Vermont,34,26.7,-72.66264936,44.07519583
35707,12,2011,Virginia,46,41.1,-78.81225447,37.51502389
35708,12,2011,Washington,33.2,33.7,-120.4468664,47.38096888
35709,12,2011,West Virginia,42.6,37.6,-80.61371197,38.64259874
35710,12,2011,Wisconsin,31.2,24.9,-90.01169426,44.63803019
35711,12,2011,Wyoming,24.9,24.8,-107.5514541,42.99964203
35712,1,2012,Alabama,49.7,45.8,-86.82837194,32.78983219
35713,1,2012,Arizona,42.6,41.1,-111.6644183,34.29310987
35714,1,2012,Arkansas,44,40.5,-92.43926766,34.89974533
35715,1,2012,California,44.6,42.6,-119.610699,37.24607067
35716,1,2012,Colorado,26.9,24.5,-105.5478247,38.99855182
35717,1,2012,Connecticut,34.3,27.3,-72.72570604,41.62028634
35718,1,2012,Delaware,41.4,34.8,-75.40040409,38.88701645
35719,1,2012,Florida,61,58.2,-81.79746387,28.62843926
35720,1,2012,Georgia,50.6,46.6,-83.44634183,32.64922907
35721,1,2012,Idaho,25.8,23,-114.6593823,44.08908951
35722,1,2012,Illinois,33.9,27.4,-89.19839676,40.06504091
35723,1,2012,Indiana,34.5,28.5,-86.27563973,39.90814123
35724,1,2012,Iowa,27.8,20.3,-93.50006496,42.07462688
35725,1,2012,Kansas,34.6,30.1,-98.38021317,38.48470815
35726,1,2012,Kentucky,39.8,34.9,-85.29045609,37.52666746
35727,1,2012,Louisiana,53.2,50.1,-92.58566202,31.05840696
35728,1,2012,Maine,22.1,15.9,-69.22664746,45.37143349
35729,1,2012,Maryland,39.6,33.9,-76.77245461,39.0369223
35730,1,2012,Massachusetts,33.1,26.1,-71.79863942,42.2533024
35731,1,2012,Michigan,27.5,20.7,-85.43716696,44.35068131
35732,1,2012,Minnesota,20.6,9.8,-94.30901265,46.31633293
35733,1,2012,Mississippi,49.4,46,-89.66521368,32.75086663
35734,1,2012,Missouri,36.8,31.2,-92.47741016,38.36761316
35735,1,2012,Montana,25.6,18.7,-109.6451486,47.03353642
35736,1,2012,Nebraska,29.5,23.7,-99.81080907,41.52714896
35737,1,2012,Nevada,33,30.6,-116.6552255,39.35623735
35738,1,2012,New Hampshire,26,19.4,-71.57759415,43.68563175
35739,1,2012,New Jersey,38,31.3,-74.66075411,40.18442736
35740,1,2012,New Mexico,35,34,-106.1083886,34.42137076
35741,1,2012,New York,28.9,22.2,-75.50311828,42.94039011
35742,1,2012,North Carolina,45.4,40.8,-79.37237975,35.54153412
35743,1,2012,North Dakota,21.5,9.6,-100.4693211,47.44633852
35744,1,2012,Ohio,34.5,28.7,-82.7900612,40.29145221
35745,1,2012,Oklahoma,41.3,37.8,-97.50829271,35.58348565
35746,1,2012,Oregon,33.5,31,-120.5554134,43.93664816
35747,1,2012,Pennsylvania,32.6,27.1,-77.79955956,40.87383785
35748,1,2012,Rhode Island,36.2,29,-71.55361205,41.67608139
35749,1,2012,South Carolina,49.5,45.1,-80.89613969,33.90797425
35750,1,2012,South Dakota,26.1,17.4,-100.2305075,44.4361607
35751,1,2012,Tennessee,42.6,38.3,-86.34338037,35.84298709
35752,1,2012,Texas,48.2,46.1,-99.35069715,31.48446438
35753,1,2012,Utah,28.9,26.2,-111.6782164,39.32379475
35754,1,2012,Vermont,24.6,17.7,-72.66264936,44.07519583
35755,1,2012,Virginia,40.8,35.9,-78.81225447,37.51502389
35756,1,2012,Washington,30.8,29.5,-120.4468664,47.38096888
35757,1,2012,West Virginia,36.7,31.8,-80.61371197,38.64259874
35758,1,2012,Wisconsin,23.2,15.3,-90.01169426,44.63803019
35759,1,2012,Wyoming,23,19.5,-107.5514541,42.99964203
35760,2,2012,Alabama,51.1,46.6,-86.82837194,32.78983219
35761,2,2012,Arizona,45.4,42.6,-111.6644183,34.29310987
35762,2,2012,Arkansas,45.9,41.2,-92.43926766,34.89974533
35763,2,2012,California,46.5,43.8,-119.610699,37.24607067
35764,2,2012,Colorado,28.4,25.6,-105.5478247,38.99855182
35765,2,2012,Connecticut,33.4,25.9,-72.72570604,41.62028634
35766,2,2012,Delaware,40.2,33.8,-75.40040409,38.88701645
35767,2,2012,Florida,61.8,58.6,-81.79746387,28.62843926
35768,2,2012,Georgia,51.4,47.4,-83.44634183,32.64922907
35769,2,2012,Idaho,27.4,24.2,-114.6593823,44.08908951
35770,2,2012,Illinois,33.8,27.2,-89.19839676,40.06504091
35771,2,2012,Indiana,33.9,28,-86.27563973,39.90814123
35772,2,2012,Iowa,28,20.2,-93.50006496,42.07462688
35773,2,2012,Kansas,36.6,31.1,-98.38021317,38.48470815
35774,2,2012,Kentucky,40,35.1,-85.29045609,37.52666746
35775,2,2012,Louisiana,55.6,50.8,-92.58566202,31.05840696
35776,2,2012,Maine,19.8,14.1,-69.22664746,45.37143349
35777,2,2012,Maryland,39,33.2,-76.77245461,39.0369223
35778,2,2012,Massachusetts,32,24.6,-71.79863942,42.2533024
35779,2,2012,Michigan,26.8,18.7,-85.43716696,44.35068131
35780,2,2012,Minnesota,20.4,9.3,-94.30901265,46.31633293
35781,2,2012,Mississippi,51.5,46.7,-89.66521368,32.75086663
35782,2,2012,Missouri,38.1,31.6,-92.47741016,38.36761316
35783,2,2012,Montana,25,19,-109.6451486,47.03353642
35784,2,2012,Nebraska,29.8,24.4,-99.81080907,41.52714896
35785,2,2012,Nevada,34.8,32,-116.6552255,39.35623735
35786,2,2012,New Hampshire,24.8,17.8,-71.57759415,43.68563175
35787,2,2012,New Jersey,37.2,30,-74.66075411,40.18442736
35788,2,2012,New Mexico,38.4,35.7,-106.1083886,34.42137076
35789,2,2012,New York,28,20.3,-75.50311828,42.94039011
35790,2,2012,North Carolina,44.8,40.9,-79.37237975,35.54153412
35791,2,2012,North Dakota,20.5,9.1,-100.4693211,47.44633852
35792,2,2012,Ohio,33.6,27.9,-82.7900612,40.29145221
35793,2,2012,Oklahoma,43.2,38.8,-97.50829271,35.58348565
35794,2,2012,Oregon,34.5,32.2,-120.5554134,43.93664816
35795,2,2012,Pennsylvania,32.2,26,-77.79955956,40.87383785
35796,2,2012,Rhode Island,34.6,27.5,-71.55361205,41.67608139
35797,2,2012,South Carolina,49.4,45.7,-80.89613969,33.90797425
35798,2,2012,South Dakota,25.6,17.5,-100.2305075,44.4361607
35799,2,2012,Tennessee,43.4,38.6,-86.34338037,35.84298709
35800,2,2012,Texas,51.1,47.4,-99.35069715,31.48446438
35801,2,2012,Utah,31.4,27.9,-111.6782164,39.32379475
35802,2,2012,Vermont,23.5,15.9,-72.66264936,44.07519583
35803,2,2012,Virginia,40.4,35.8,-78.81225447,37.51502389
35804,2,2012,Washington,32.6,30.7,-120.4468664,47.38096888
35805,2,2012,West Virginia,36.3,31.6,-80.61371197,38.64259874
35806,2,2012,Wisconsin,23.7,14.4,-90.01169426,44.63803019
35807,2,2012,Wyoming,23.9,20.3,-107.5514541,42.99964203
35808,3,2012,Alabama,58.4,51.6,-86.82837194,32.78983219
35809,3,2012,Arizona,48.6,47.1,-111.6644183,34.29310987
35810,3,2012,Arkansas,54.7,47.2,-92.43926766,34.89974533
35811,3,2012,California,47.6,47,-119.610699,37.24607067
35812,3,2012,Colorado,34.6,30.5,-105.5478247,38.99855182
35813,3,2012,Connecticut,40.4,30.9,-72.72570604,41.62028634
35814,3,2012,Delaware,46.8,38.6,-75.40040409,38.88701645
35815,3,2012,Florida,67.3,61.7,-81.79746387,28.62843926
35816,3,2012,Georgia,58.8,52,-83.44634183,32.64922907
35817,3,2012,Idaho,32.2,29.5,-114.6593823,44.08908951
35818,3,2012,Illinois,45.6,34.5,-89.19839676,40.06504091
35819,3,2012,Indiana,45.2,34.5,-86.27563973,39.90814123
35820,3,2012,Iowa,40.6,28.7,-93.50006496,42.07462688
35821,3,2012,Kansas,46.3,38,-98.38021317,38.48470815
35822,3,2012,Kentucky,49.6,40.9,-85.29045609,37.52666746
35823,3,2012,Louisiana,61.8,55.8,-92.58566202,31.05840696
35824,3,2012,Maine,27.8,20.4,-69.22664746,45.37143349
35825,3,2012,Maryland,46.6,38.1,-76.77245461,39.0369223
35826,3,2012,Massachusetts,38.8,29.6,-71.79863942,42.2533024
35827,3,2012,Michigan,36.6,24.1,-85.43716696,44.35068131
35828,3,2012,Minnesota,32.1,18.7,-94.30901265,46.31633293
35829,3,2012,Mississippi,58.8,52,-89.66521368,32.75086663
35830,3,2012,Missouri,49,38.7,-92.47741016,38.36761316
35831,3,2012,Montana,32.2,25.4,-109.6451486,47.03353642
35832,3,2012,Nebraska,40,31.2,-99.81080907,41.52714896
35833,3,2012,Nevada,38.5,36.8,-116.6552255,39.35623735
35834,3,2012,New Hampshire,32.9,23.7,-71.57759415,43.68563175
35835,3,2012,New Jersey,44.4,35,-74.66075411,40.18442736
35836,3,2012,New Mexico,43,40.6,-106.1083886,34.42137076
35837,3,2012,New York,36.6,25.7,-75.50311828,42.94039011
35838,3,2012,North Carolina,52.2,45.6,-79.37237975,35.54153412
35839,3,2012,North Dakota,30.8,18.3,-100.4693211,47.44633852
35840,3,2012,Ohio,43.6,33.7,-82.7900612,40.29145221
35841,3,2012,Oklahoma,51.7,45.3,-97.50829271,35.58348565
35842,3,2012,Oregon,36.4,36.2,-120.5554134,43.93664816
35843,3,2012,Pennsylvania,41,31.2,-77.79955956,40.87383785
35844,3,2012,Rhode Island,40.6,32,-71.55361205,41.67608139
35845,3,2012,South Carolina,56.9,50.3,-80.89613969,33.90797425
35846,3,2012,South Dakota,36.4,25.4,-100.2305075,44.4361607
35847,3,2012,Tennessee,52.2,44.3,-86.34338037,35.84298709
35848,3,2012,Texas,57.5,52.9,-99.35069715,31.48446438
35849,3,2012,Utah,37.2,33.9,-111.6782164,39.32379475
35850,3,2012,Vermont,32.2,21.9,-72.66264936,44.07519583
35851,3,2012,Virginia,48.5,40.7,-78.81225447,37.51502389
35852,3,2012,Washington,36,35.8,-120.4468664,47.38096888
35853,3,2012,West Virginia,45.2,36.9,-80.61371197,38.64259874
35854,3,2012,Wisconsin,36.1,22.3,-90.01169426,44.63803019
35855,3,2012,Wyoming,31,25.6,-107.5514541,42.99964203
35856,4,2012,Alabama,64.8,59,-86.82837194,32.78983219
35857,4,2012,Arizona,56.1,53.1,-111.6644183,34.29310987
35858,4,2012,Arkansas,63.3,55.9,-92.43926766,34.89974533
35859,4,2012,California,52.3,51.4,-119.610699,37.24607067
35860,4,2012,Colorado,45,38,-105.5478247,38.99855182
35861,4,2012,Connecticut,47.8,40.8,-72.72570604,41.62028634
35862,4,2012,Delaware,53.7,47.4,-75.40040409,38.88701645
35863,4,2012,Florida,70.8,66.7,-81.79746387,28.62843926
35864,4,2012,Georgia,65.2,59.2,-83.44634183,32.64922907
35865,4,2012,Idaho,40.4,36.8,-114.6593823,44.08908951
35866,4,2012,Illinois,55,45.6,-89.19839676,40.06504091
35867,4,2012,Indiana,54,45.1,-86.27563973,39.90814123
35868,4,2012,Iowa,52,41.4,-93.50006496,42.07462688
35869,4,2012,Kansas,57.4,48,-98.38021317,38.48470815
35870,4,2012,Kentucky,57.6,50.2,-85.29045609,37.52666746
35871,4,2012,Louisiana,68.4,62.7,-92.58566202,31.05840696
35872,4,2012,Maine,38.2,32,-69.22664746,45.37143349
35873,4,2012,Maryland,53.4,47.3,-76.77245461,39.0369223
35874,4,2012,Massachusetts,46.4,39.4,-71.79863942,42.2533024
35875,4,2012,Michigan,44.3,35.4,-85.43716696,44.35068131
35876,4,2012,Minnesota,43.6,33.3,-94.30901265,46.31633293
35877,4,2012,Mississippi,65.6,59.6,-89.66521368,32.75086663
35878,4,2012,Missouri,58.6,49.1,-92.47741016,38.36761316
35879,4,2012,Montana,42.1,35,-109.6451486,47.03353642
35880,4,2012,Nebraska,52.2,41.8,-99.81080907,41.52714896
35881,4,2012,Nevada,46.2,43.1,-116.6552255,39.35623735
35882,4,2012,New Hampshire,41.6,34.8,-71.57759415,43.68563175
35883,4,2012,New Jersey,51.2,44.3,-74.66075411,40.18442736
35884,4,2012,New Mexico,52.2,47.4,-106.1083886,34.42137076
35885,4,2012,New York,43.6,36.7,-75.50311828,42.94039011
35886,4,2012,North Carolina,59,53.6,-79.37237975,35.54153412
35887,4,2012,North Dakota,43.2,33,-100.4693211,47.44633852
35888,4,2012,Ohio,51.2,43.8,-82.7900612,40.29145221
35889,4,2012,Oklahoma,62,54.4,-97.50829271,35.58348565
35890,4,2012,Oregon,42.1,41.1,-120.5554134,43.93664816
35891,4,2012,Pennsylvania,47.7,41.3,-77.79955956,40.87383785
35892,4,2012,Rhode Island,47.8,40.9,-71.55361205,41.67608139
35893,4,2012,South Carolina,63.7,57.9,-80.89613969,33.90797425
35894,4,2012,South Dakota,48.6,37.8,-100.2305075,44.4361607
35895,4,2012,Tennessee,59.9,53,-86.34338037,35.84298709
35896,4,2012,Texas,66.7,60.6,-99.35069715,31.48446438
35897,4,2012,Utah,46.1,41.4,-111.6782164,39.32379475
35898,4,2012,Vermont,40.7,33.5,-72.66264936,44.07519583
35899,4,2012,Virginia,55.4,49.3,-78.81225447,37.51502389
35900,4,2012,Washington,41.8,41.8,-120.4468664,47.38096888
35901,4,2012,West Virginia,52.2,46,-80.61371197,38.64259874
35902,4,2012,Wisconsin,45.4,35.5,-90.01169426,44.63803019
35903,4,2012,Wyoming,42,33.9,-107.5514541,42.99964203
35904,5,2012,Alabama,69.2,66.7,-86.82837194,32.78983219
35905,5,2012,Arizona,64.9,60.8,-111.6644183,34.29310987
35906,5,2012,Arkansas,68.8,64.6,-92.43926766,34.89974533
35907,5,2012,California,59.8,57.3,-119.610699,37.24607067
35908,5,2012,Colorado,51.8,47.2,-105.5478247,38.99855182
35909,5,2012,Connecticut,55.6,51.3,-72.72570604,41.62028634
35910,5,2012,Delaware,61.4,57.1,-75.40040409,38.88701645
35911,5,2012,Florida,74.4,72.2,-81.79746387,28.62843926
35912,5,2012,Georgia,69.6,67,-83.44634183,32.64922907
35913,5,2012,Idaho,46.7,45.1,-114.6593823,44.08908951
35914,5,2012,Illinois,61.4,56.9,-89.19839676,40.06504091
35915,5,2012,Indiana,60.3,56,-86.27563973,39.90814123
35916,5,2012,Iowa,58.7,53.9,-93.50006496,42.07462688
35917,5,2012,Kansas,64.1,58.4,-98.38021317,38.48470815
35918,5,2012,Kentucky,63.4,59.9,-85.29045609,37.52666746
35919,5,2012,Louisiana,72.9,69.9,-92.58566202,31.05840696
35920,5,2012,Maine,48,44.4,-69.22664746,45.37143349
35921,5,2012,Maryland,60.9,57.2,-76.77245461,39.0369223
35922,5,2012,Massachusetts,54.6,50.3,-71.79863942,42.2533024
35923,5,2012,Michigan,51.4,47.7,-85.43716696,44.35068131
35924,5,2012,Minnesota,51.9,47.8,-94.30901265,46.31633293
35925,5,2012,Mississippi,70,67.4,-89.66521368,32.75086663
35926,5,2012,Missouri,64.2,59.3,-92.47741016,38.36761316
35927,5,2012,Montana,47.2,45.5,-109.6451486,47.03353642
35928,5,2012,Nebraska,57.9,53,-99.81080907,41.52714896
35929,5,2012,Nevada,54,50.8,-116.6552255,39.35623735
35930,5,2012,New Hampshire,50.6,46.7,-71.57759415,43.68563175
35931,5,2012,New Jersey,58.8,54.5,-74.66075411,40.18442736
35932,5,2012,New Mexico,60,55.8,-106.1083886,34.42137076
35933,5,2012,New York,52.2,48.6,-75.50311828,42.94039011
35934,5,2012,North Carolina,64.4,62.1,-79.37237975,35.54153412
35935,5,2012,North Dakota,50.4,47.5,-100.4693211,47.44633852
35936,5,2012,Ohio,58.3,54.6,-82.7900612,40.29145221
35937,5,2012,Oklahoma,68.4,63.7,-97.50829271,35.58348565
35938,5,2012,Oregon,48.4,47.3,-120.5554134,43.93664816
35939,5,2012,Pennsylvania,55.7,52.2,-77.79955956,40.87383785
35940,5,2012,Rhode Island,55.4,50.9,-71.55361205,41.67608139
35941,5,2012,South Carolina,68.4,66.1,-80.89613969,33.90797425
35942,5,2012,South Dakota,54.2,50.3,-100.2305075,44.4361607
35943,5,2012,Tennessee,65.2,61.9,-86.34338037,35.84298709
35944,5,2012,Texas,72.8,68.6,-99.35069715,31.48446438
35945,5,2012,Utah,53.8,50.1,-111.6782164,39.32379475
35946,5,2012,Vermont,50.1,46,-72.66264936,44.07519583
35947,5,2012,Virginia,61.4,58.5,-78.81225447,37.51502389
35948,5,2012,Washington,48.4,48.4,-120.4468664,47.38096888
35949,5,2012,West Virginia,58.8,55.7,-80.61371197,38.64259874
35950,5,2012,Wisconsin,52.4,48.7,-90.01169426,44.63803019
35951,5,2012,Wyoming,47.4,43.7,-107.5514541,42.99964203
35952,6,2012,Alabama,75.1,74.1,-86.82837194,32.78983219
35953,6,2012,Arizona,74,69.7,-111.6644183,34.29310987
35954,6,2012,Arkansas,75.6,72.6,-92.43926766,34.89974533
35955,6,2012,California,66.6,64.5,-119.610699,37.24607067
35956,6,2012,Colorado,61.6,56.5,-105.5478247,38.99855182
35957,6,2012,Connecticut,64,61.1,-72.72570604,41.62028634
35958,6,2012,Delaware,70.4,66.5,-75.40040409,38.88701645
35959,6,2012,Florida,78.4,77.2,-81.79746387,28.62843926
35960,6,2012,Georgia,74.6,74.2,-83.44634183,32.64922907
35961,6,2012,Idaho,53,53,-114.6593823,44.08908951
35962,6,2012,Illinois,70.4,66.8,-89.19839676,40.06504091
35963,6,2012,Indiana,69.6,65.9,-86.27563973,39.90814123
35964,6,2012,Iowa,68.2,64.5,-93.50006496,42.07462688
35965,6,2012,Kansas,73.2,68.3,-98.38021317,38.48470815
35966,6,2012,Kentucky,70.9,68.4,-85.29045609,37.52666746
35967,6,2012,Louisiana,78.5,76.6,-92.58566202,31.05840696
35968,6,2012,Maine,57,55.2,-69.22664746,45.37143349
35969,6,2012,Maryland,69.7,66.5,-76.77245461,39.0369223
35970,6,2012,Massachusetts,62.7,60,-71.79863942,42.2533024
35971,6,2012,Michigan,62.8,58.5,-85.43716696,44.35068131
35972,6,2012,Minnesota,62.6,59,-94.30901265,46.31633293
35973,6,2012,Mississippi,76.2,74.8,-89.66521368,32.75086663
35974,6,2012,Missouri,72.2,68.7,-92.47741016,38.36761316
35975,6,2012,Montana,54.8,54.2,-109.6451486,47.03353642
35976,6,2012,Nebraska,67.8,63.3,-99.81080907,41.52714896
35977,6,2012,Nevada,62.1,59.4,-116.6552255,39.35623735
35978,6,2012,New Hampshire,59.6,57.1,-71.57759415,43.68563175
35979,6,2012,New Jersey,67.6,64.2,-74.66075411,40.18442736
35980,6,2012,New Mexico,68.8,64.7,-106.1083886,34.42137076
35981,6,2012,New York,62.6,59,-75.50311828,42.94039011
35982,6,2012,North Carolina,70.9,69.9,-79.37237975,35.54153412
35983,6,2012,North Dakota,60.2,58.3,-100.4693211,47.44633852
35984,6,2012,Ohio,68.4,64.5,-82.7900612,40.29145221
35985,6,2012,Oklahoma,75.8,72.5,-97.50829271,35.58348565
35986,6,2012,Oregon,53.2,53.9,-120.5554134,43.93664816
35987,6,2012,Pennsylvania,65.1,61.8,-77.79955956,40.87383785
35988,6,2012,Rhode Island,63.1,60.3,-71.55361205,41.67608139
35989,6,2012,South Carolina,73.8,73.7,-80.89613969,33.90797425
35990,6,2012,South Dakota,64.4,60.9,-100.2305075,44.4361607
35991,6,2012,Tennessee,72,70,-86.34338037,35.84298709
35992,6,2012,Texas,78.9,76,-99.35069715,31.48446438
35993,6,2012,Utah,63.4,59.4,-111.6782164,39.32379475
35994,6,2012,Vermont,59.8,56.6,-72.66264936,44.07519583
35995,6,2012,Virginia,68.8,67.1,-78.81225447,37.51502389
35996,6,2012,Washington,53,54.8,-120.4468664,47.38096888
35997,6,2012,West Virginia,66.6,64.2,-80.61371197,38.64259874
35998,6,2012,Wisconsin,63.4,59.4,-90.01169426,44.63803019
35999,6,2012,Wyoming,56.4,53,-107.5514541,42.99964203
36000,7,2012,Alabama,79.2,78.7,-86.82837194,32.78983219
36001,7,2012,Arizona,79.4,77.1,-111.6644183,34.29310987
36002,7,2012,Arkansas,81,78.4,-92.43926766,34.89974533
36003,7,2012,California,72,71.5,-119.610699,37.24607067
36004,7,2012,Colorado,69.2,64.1,-105.5478247,38.99855182
36005,7,2012,Connecticut,70.2,68,-72.72570604,41.62028634
36006,7,2012,Delaware,76.9,73.1,-75.40040409,38.88701645
36007,7,2012,Florida,80.9,80.3,-81.79746387,28.62843926
36008,7,2012,Georgia,78.9,78.6,-83.44634183,32.64922907
36009,7,2012,Idaho,62.7,60.9,-114.6593823,44.08908951
36010,7,2012,Illinois,77.2,73.5,-89.19839676,40.06504091
36011,7,2012,Indiana,75.9,72.5,-86.27563973,39.90814123
36012,7,2012,Iowa,75.5,71.5,-93.50006496,42.07462688
36013,7,2012,Kansas,80.9,76.1,-98.38021317,38.48470815
36014,7,2012,Kentucky,76.5,74.4,-85.29045609,37.52666746
36015,7,2012,Louisiana,81.5,80.8,-92.58566202,31.05840696
36016,7,2012,Maine,63.9,62.6,-69.22664746,45.37143349
36017,7,2012,Maryland,75.8,72.9,-76.77245461,39.0369223
36018,7,2012,Massachusetts,69,67,-71.79863942,42.2533024
36019,7,2012,Michigan,70,65.7,-85.43716696,44.35068131
36020,7,2012,Minnesota,70.6,66.3,-94.30901265,46.31633293
36021,7,2012,Mississippi,80,79.5,-89.66521368,32.75086663
36022,7,2012,Missouri,79.2,75.3,-92.47741016,38.36761316
36023,7,2012,Montana,65.4,61.9,-109.6451486,47.03353642
36024,7,2012,Nebraska,76.7,71.4,-99.81080907,41.52714896
36025,7,2012,Nevada,69.9,68,-116.6552255,39.35623735
36026,7,2012,New Hampshire,65.5,64,-71.57759415,43.68563175
36027,7,2012,New Jersey,73.9,71,-74.66075411,40.18442736
36028,7,2012,New Mexico,74.3,70.9,-106.1083886,34.42137076
36029,7,2012,New York,68,65.8,-75.50311828,42.94039011
36030,7,2012,North Carolina,76.3,75.2,-79.37237975,35.54153412
36031,7,2012,North Dakota,69.8,66,-100.4693211,47.44633852
36032,7,2012,Ohio,73.9,70.9,-82.7900612,40.29145221
36033,7,2012,Oklahoma,82.4,79.3,-97.50829271,35.58348565
36034,7,2012,Oregon,60.9,61,-120.5554134,43.93664816
36035,7,2012,Pennsylvania,70.3,68.2,-77.79955956,40.87383785
36036,7,2012,Rhode Island,69.6,67.5,-71.55361205,41.67608139
36037,7,2012,South Carolina,78.8,78.4,-80.89613969,33.90797425
36038,7,2012,South Dakota,74.6,69.2,-100.2305075,44.4361607
36039,7,2012,Tennessee,77,75.4,-86.34338037,35.84298709
36040,7,2012,Texas,82.9,81,-99.35069715,31.48446438
36041,7,2012,Utah,70.9,67.7,-111.6782164,39.32379475
36042,7,2012,Vermont,65.1,63.5,-72.66264936,44.07519583
36043,7,2012,Virginia,74.4,72.7,-78.81225447,37.51502389
36044,7,2012,Washington,60.1,60.9,-120.4468664,47.38096888
36045,7,2012,West Virginia,71.4,70,-80.61371197,38.64259874
36046,7,2012,Wisconsin,70.9,66.5,-90.01169426,44.63803019
36047,7,2012,Wyoming,66.4,61.4,-107.5514541,42.99964203
36048,8,2012,Alabama,79.8,79.6,-86.82837194,32.78983219
36049,8,2012,Arizona,80.2,78.7,-111.6644183,34.29310987
36050,8,2012,Arkansas,82.1,79.8,-92.43926766,34.89974533
36051,8,2012,California,76.2,74.2,-119.610699,37.24607067
36052,8,2012,Colorado,69.1,66.1,-105.5478247,38.99855182
36053,8,2012,Connecticut,73,69.6,-72.72570604,41.62028634
36054,8,2012,Delaware,78.9,74.7,-75.40040409,38.88701645
36055,8,2012,Florida,81.9,81,-81.79746387,28.62843926
36056,8,2012,Georgia,80.1,79.3,-83.44634183,32.64922907
36057,8,2012,Idaho,67.9,64.3,-114.6593823,44.08908951
36058,8,2012,Illinois,77.7,74.5,-89.19839676,40.06504091
36059,8,2012,Indiana,76,73.4,-86.27563973,39.90814123
36060,8,2012,Iowa,75.3,72.6,-93.50006496,42.07462688
36061,8,2012,Kansas,80.4,78,-98.38021317,38.48470815
36062,8,2012,Kentucky,77.6,75.6,-85.29045609,37.52666746
36063,8,2012,Louisiana,82.2,81.8,-92.58566202,31.05840696
36064,8,2012,Maine,67.5,64.2,-69.22664746,45.37143349
36065,8,2012,Maryland,77.8,74.2,-76.77245461,39.0369223
36066,8,2012,Massachusetts,72.2,68.6,-71.79863942,42.2533024
36067,8,2012,Michigan,70.5,67,-85.43716696,44.35068131
36068,8,2012,Minnesota,70.5,67.5,-94.30901265,46.31633293
36069,8,2012,Mississippi,80.7,80.5,-89.66521368,32.75086663
36070,8,2012,Missouri,79.9,76.8,-92.47741016,38.36761316
36071,8,2012,Montana,68.7,64.9,-109.6451486,47.03353642
36072,8,2012,Nebraska,76.5,73.4,-99.81080907,41.52714896
36073,8,2012,Nevada,73.9,71.1,-116.6552255,39.35623735
36074,8,2012,New Hampshire,68.6,65.3,-71.57759415,43.68563175
36075,8,2012,New Jersey,76.2,72.5,-74.66075411,40.18442736
36076,8,2012,New Mexico,74.2,71.8,-106.1083886,34.42137076
36077,8,2012,New York,69.9,67.1,-75.50311828,42.94039011
36078,8,2012,North Carolina,77.9,76.2,-79.37237975,35.54153412
36079,8,2012,North Dakota,70.8,68,-100.4693211,47.44633852
36080,8,2012,Ohio,74.4,71.9,-82.7900612,40.29145221
36081,8,2012,Oklahoma,83.7,81.3,-97.50829271,35.58348565
36082,8,2012,Oregon,67,64.3,-120.5554134,43.93664816
36083,8,2012,Pennsylvania,71.9,69.3,-77.79955956,40.87383785
36084,8,2012,Rhode Island,73,69.4,-71.55361205,41.67608139
36085,8,2012,South Carolina,80.4,79.3,-80.89613969,33.90797425
36086,8,2012,South Dakota,74.8,71.5,-100.2305075,44.4361607
36087,8,2012,Tennessee,78,76.5,-86.34338037,35.84298709
36088,8,2012,Texas,83.6,82.1,-99.35069715,31.48446438
36089,8,2012,Utah,73.1,70.5,-111.6782164,39.32379475
36090,8,2012,Vermont,67.6,64.7,-72.66264936,44.07519583
36091,8,2012,Virginia,76.4,74,-78.81225447,37.51502389
36092,8,2012,Washington,65.7,63.8,-120.4468664,47.38096888
36093,8,2012,West Virginia,73,71.1,-80.61371197,38.64259874
36094,8,2012,Wisconsin,70.9,67.6,-90.01169426,44.63803019
36095,8,2012,Wyoming,68.3,64.3,-107.5514541,42.99964203
36096,9,2012,Alabama,75.6,77,-86.82837194,32.78983219
36097,9,2012,Arizona,77.1,74.9,-111.6644183,34.29310987
36098,9,2012,Arkansas,76.8,76,-92.43926766,34.89974533
36099,9,2012,California,75.4,71.1,-119.610699,37.24607067
36100,9,2012,Colorado,63.6,61.3,-105.5478247,38.99855182
36101,9,2012,Connecticut,67.6,65,-72.72570604,41.62028634
36102,9,2012,Delaware,72.6,70.6,-75.40040409,38.88701645
36103,9,2012,Florida,80.5,80.1,-81.79746387,28.62843926
36104,9,2012,Georgia,76,76.7,-83.44634183,32.64922907
36105,9,2012,Idaho,62.8,59.1,-114.6593823,44.08908951
36106,9,2012,Illinois,69.2,69.8,-89.19839676,40.06504091
36107,9,2012,Indiana,68,69,-86.27563973,39.90814123
36108,9,2012,Iowa,66.6,67.2,-93.50006496,42.07462688
36109,9,2012,Kansas,72.4,73,-98.38021317,38.48470815
36110,9,2012,Kentucky,70.9,71.7,-85.29045609,37.52666746
36111,9,2012,Louisiana,79.7,79.4,-92.58566202,31.05840696
36112,9,2012,Maine,61.6,58.9,-69.22664746,45.37143349
36113,9,2012,Maryland,71.8,70.1,-76.77245461,39.0369223
36114,9,2012,Massachusetts,66.7,63.9,-71.79863942,42.2533024
36115,9,2012,Michigan,63,62.2,-85.43716696,44.35068131
